"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","Magnetic susceptibility (instr. units)","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","F","1","H","1","A","5.0","0.050","0.050","61.67","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","6.0","0.060","0.060","60.38","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","7.0","0.070","0.070","57.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","8.0","0.080","0.080","57.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","9.0","0.090","0.090","57.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","10.0","0.100","0.100","55.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","11.0","0.110","0.110","61.67","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","12.0","0.120","0.120","62.95","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","13.0","0.130","0.130","62.95","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","14.0","0.140","0.140","61.67","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","15.0","0.150","0.150","60.38","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","16.0","0.160","0.160","59.10","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","17.0","0.170","0.170","60.38","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","18.0","0.180","0.180","62.95","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","19.0","0.190","0.190","62.95","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","20.0","0.200","0.200","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","21.0","0.210","0.210","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","22.0","0.220","0.220","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","23.0","0.230","0.230","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","24.0","0.240","0.240","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","25.0","0.250","0.250","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","26.0","0.260","0.260","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","27.0","0.270","0.270","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","28.0","0.280","0.280","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","29.0","0.290","0.290","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","30.0","0.300","0.300","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","31.0","0.310","0.310","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","32.0","0.320","0.320","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","33.0","0.330","0.330","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","34.0","0.340","0.340","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","35.0","0.350","0.350","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","36.0","0.360","0.360","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","37.0","0.370","0.370","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","38.0","0.380","0.380","73.23","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","39.0","0.390","0.390","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","40.0","0.400","0.400","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","41.0","0.410","0.410","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","42.0","0.420","0.420","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","43.0","0.430","0.430","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","44.0","0.440","0.440","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","45.0","0.450","0.450","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","46.0","0.460","0.460","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","47.0","0.470","0.470","73.23","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","48.0","0.480","0.480","73.23","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","49.0","0.490","0.490","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","50.0","0.500","0.500","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","51.0","0.510","0.510","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","52.0","0.520","0.520","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","53.0","0.530","0.530","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","54.0","0.540","0.540","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","55.0","0.550","0.550","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","56.0","0.560","0.560","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","57.0","0.570","0.570","82.22","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","58.0","0.580","0.580","87.36","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","59.0","0.590","0.590","89.93","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","60.0","0.600","0.600","84.79","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","61.0","0.610","0.610","79.65","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","62.0","0.620","0.620","80.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","63.0","0.630","0.630","86.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","64.0","0.640","0.640","86.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","65.0","0.650","0.650","78.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","66.0","0.660","0.660","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","67.0","0.670","0.670","79.65","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","68.0","0.680","0.680","80.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","69.0","0.690","0.690","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","70.0","0.700","0.700","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","71.0","0.710","0.710","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","72.0","0.720","0.720","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","73.0","0.730","0.730","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","74.0","0.740","0.740","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","75.0","0.750","0.750","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","76.0","0.760","0.760","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","77.0","0.770","0.770","78.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","78.0","0.780","0.780","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","79.0","0.790","0.790","78.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","80.0","0.800","0.800","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","81.0","0.810","0.810","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","82.0","0.820","0.820","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","83.0","0.830","0.830","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","84.0","0.840","0.840","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","85.0","0.850","0.850","78.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","86.0","0.860","0.860","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","87.0","0.870","0.870","77.08","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","88.0","0.880","0.880","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","89.0","0.890","0.890","73.23","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","90.0","0.900","0.900","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","91.0","0.910","0.910","73.23","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","92.0","0.920","0.920","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","93.0","0.930","0.930","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","94.0","0.940","0.940","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","95.0","0.950","0.950","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","96.0","0.960","0.960","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","97.0","0.970","0.970","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","98.0","0.980","0.980","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","99.0","0.990","0.990","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","100.0","1.000","1.000","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","101.0","1.010","1.010","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","102.0","1.020","1.020","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","103.0","1.030","1.030","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","104.0","1.040","1.040","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","105.0","1.050","1.050","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","106.0","1.060","1.060","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","107.0","1.070","1.070","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","108.0","1.080","1.080","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","109.0","1.090","1.090","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","110.0","1.100","1.100","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","111.0","1.110","1.110","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","112.0","1.120","1.120","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","113.0","1.130","1.130","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","114.0","1.140","1.140","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","115.0","1.150","1.150","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","116.0","1.160","1.160","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","117.0","1.170","1.170","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","118.0","1.180","1.180","62.95","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","119.0","1.190","1.190","62.95","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","120.0","1.200","1.200","61.67","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","121.0","1.210","1.210","62.95","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","122.0","1.220","1.220","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","123.0","1.230","1.230","64.24","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","124.0","1.240","1.240","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","125.0","1.250","1.250","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","126.0","1.260","1.260","65.52","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","127.0","1.270","1.270","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","128.0","1.280","1.280","74.51","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","129.0","1.290","1.290","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","130.0","1.300","1.300","93.78","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","131.0","1.310","1.310","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","132.0","1.320","1.320","66.81","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","133.0","1.330","1.330","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","134.0","1.340","1.340","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","135.0","1.350","1.350","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","136.0","1.360","1.360","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","137.0","1.370","1.370","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","138.0","1.380","1.380","69.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","139.0","1.390","1.390","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","140.0","1.400","1.400","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","141.0","1.410","1.410","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","142.0","1.420","1.420","73.23","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","143.0","1.430","1.430","70.66","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","144.0","1.440","1.440","68.09","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","145.0","1.450","1.450","71.94","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","146.0","1.460","1.460","75.80","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","147.0","1.470","1.470","78.37","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","148.0","1.480","1.480","79.65","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","1","A","149.0","1.490","1.490","50.10","2016-02-16 19:43:24","MS2K-121","SHMSL","SHLF7638011","95486581","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","2.0","1.520","1.520","75.80","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","3.0","1.530","1.530","79.65","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","4.0","1.540","1.540","79.65","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","5.0","1.550","1.550","75.80","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","6.0","1.560","1.560","77.08","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","7.0","1.570","1.570","78.37","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","8.0","1.580","1.580","75.80","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","9.0","1.590","1.590","75.80","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","10.0","1.600","1.600","77.08","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","11.0","1.610","1.610","77.08","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","12.0","1.620","1.620","74.51","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","13.0","1.630","1.630","71.94","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","14.0","1.640","1.640","70.66","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","15.0","1.650","1.650","73.23","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","16.0","1.660","1.660","70.66","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","17.0","1.670","1.670","73.23","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","18.0","1.680","1.680","75.80","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","19.0","1.690","1.690","75.80","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","20.0","1.700","1.700","74.51","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","21.0","1.710","1.710","73.23","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","22.0","1.720","1.720","71.94","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
"361","U1474","F","1","H","2","A","23.0","1.730","1.730","74.51","2016-02-16 19:51:57","MS2K-121","SHMSL","SHLF7638041","95487171","Auto-Log Split Section"
