"Exp","Site","Hole","Core","Type","Sect","A/W","Offset (cm)","Depth CSF-A (m)","Depth CCSF-361-U1474-ABDEF-20160220 (m)","R","G","B","Timestamp (UTC)","Instrument","Instrument group","Text ID","Test No.","Comments"
"361","U1474","D","1","H","3","A","21.37","3.214","3.366","58.1","56.0","48.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","21.87","3.219","3.371","51.2","49.7","43.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","22.37","3.224","3.376","48.6","46.9","41.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","22.87","3.229","3.381","48.3","46.6","41.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","23.37","3.234","3.386","59.1","56.8","50.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","23.87","3.239","3.391","66.9","64.6","55.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","24.37","3.244","3.396","64.1","62.0","53.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","24.87","3.249","3.401","61.3","59.0","50.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","25.37","3.254","3.406","62.8","60.6","52.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","25.87","3.259","3.411","66.3","64.1","55.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","26.37","3.264","3.416","66.7","64.6","55.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","26.87","3.269","3.421","70.8","68.8","59.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","27.37","3.274","3.426","68.8","66.6","57.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","27.87","3.279","3.431","70.9","68.7","58.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","28.37","3.284","3.436","70.3","68.2","58.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","28.87","3.289","3.441","71.0","69.0","59.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","29.37","3.294","3.446","66.7","64.6","55.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","29.87","3.299","3.451","68.2","66.0","56.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","30.37","3.304","3.456","69.6","67.4","57.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","30.87","3.309","3.461","68.8","66.5","57.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","31.37","3.314","3.466","65.1","62.3","52.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","31.87","3.319","3.471","65.3","62.6","53.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","32.37","3.324","3.476","64.9","62.3","53.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","32.87","3.329","3.481","68.4","66.1","57.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","33.37","3.334","3.486","71.0","69.0","60.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","33.87","3.339","3.491","72.4","70.0","59.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","34.37","3.344","3.496","71.7","69.3","59.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","34.87","3.349","3.501","70.4","67.9","57.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","35.37","3.354","3.506","70.0","67.1","56.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","35.87","3.359","3.511","69.2","66.5","55.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","36.37","3.364","3.516","69.4","66.7","56.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","36.87","3.369","3.521","70.1","67.4","56.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","37.37","3.374","3.526","65.7","63.0","53.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","37.87","3.379","3.531","70.1","67.5","56.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","38.37","3.384","3.536","72.4","70.0","59.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","38.87","3.389","3.541","68.7","66.3","56.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","39.37","3.394","3.546","64.8","62.5","54.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","39.87","3.399","3.551","65.4","63.0","55.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","40.37","3.404","3.556","66.8","64.1","54.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","40.87","3.409","3.561","67.6","64.9","54.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","41.37","3.414","3.566","68.5","65.8","54.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","41.87","3.419","3.571","71.3","68.6","57.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","42.37","3.424","3.576","67.4","64.7","54.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","42.87","3.429","3.581","70.7","68.2","57.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","43.37","3.434","3.586","68.6","66.1","55.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","43.87","3.439","3.591","67.7","65.0","54.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","44.37","3.444","3.596","62.6","60.0","51.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","44.87","3.449","3.601","63.8","61.3","52.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","45.37","3.454","3.606","64.8","62.3","52.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","45.87","3.459","3.611","65.4","63.0","53.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","46.37","3.464","3.616","59.5","57.0","48.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","46.87","3.469","3.621","65.6","63.3","53.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","47.37","3.474","3.626","65.5","63.4","53.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","47.87","3.479","3.631","66.8","64.6","53.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","48.37","3.484","3.636","65.6","63.6","53.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","48.87","3.489","3.641","64.4","62.6","52.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","49.37","3.494","3.646","64.7","63.1","52.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","49.87","3.499","3.651","62.0","60.3","50.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","50.37","3.504","3.656","60.3","58.4","49.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","50.87","3.509","3.661","62.4","60.6","50.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","51.37","3.514","3.666","60.1","58.5","49.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","51.87","3.519","3.671","60.4","58.8","50.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","52.37","3.524","3.676","62.6","60.8","51.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","52.87","3.529","3.681","60.8","58.8","49.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","53.37","3.534","3.686","60.6","58.6","50.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","53.87","3.539","3.691","61.9","60.0","51.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","54.37","3.544","3.696","62.7","60.9","51.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","54.87","3.549","3.701","62.3","60.3","50.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","55.37","3.554","3.706","62.8","61.0","51.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","55.87","3.559","3.711","64.3","62.7","53.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","56.37","3.564","3.716","63.3","61.6","52.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","56.87","3.569","3.721","60.8","58.7","49.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","57.37","3.574","3.726","59.9","57.7","48.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","57.87","3.579","3.731","62.9","60.8","50.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","58.37","3.584","3.736","66.1","63.9","54.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","58.87","3.589","3.741","60.3","58.4","48.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","59.37","3.594","3.746","60.0","58.0","48.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","59.87","3.599","3.751","59.8","57.9","47.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","60.37","3.604","3.756","61.4","59.6","49.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","60.87","3.609","3.761","60.8","59.2","49.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","61.37","3.614","3.766","59.6","57.8","48.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","61.87","3.619","3.771","60.1","58.2","48.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","62.37","3.624","3.776","60.7","58.5","49.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","62.87","3.629","3.781","60.2","58.0","48.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","63.37","3.634","3.786","60.2","58.1","49.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","63.87","3.639","3.791","59.7","57.6","48.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","64.37","3.644","3.796","57.6","55.4","46.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","64.87","3.649","3.801","59.8","57.4","47.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","65.37","3.654","3.806","61.1","58.5","48.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","65.87","3.659","3.811","61.4","58.8","49.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","66.37","3.664","3.816","61.3","58.7","50.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","66.87","3.669","3.821","62.7","60.3","51.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","67.37","3.674","3.826","62.8","60.4","51.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","67.87","3.679","3.831","63.3","60.8","51.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","68.37","3.684","3.836","63.2","60.7","51.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","68.87","3.689","3.841","65.1","62.5","52.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","69.37","3.694","3.846","62.5","60.4","51.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","69.87","3.699","3.851","63.5","61.1","51.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","70.37","3.704","3.856","62.4","59.8","49.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","70.87","3.709","3.861","63.1","60.6","50.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","71.37","3.714","3.866","63.3","60.8","51.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","71.87","3.719","3.871","60.8","58.4","49.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","72.37","3.724","3.876","62.1","59.5","49.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","72.87","3.729","3.881","63.3","60.5","50.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","73.37","3.734","3.886","63.3","60.3","50.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","73.87","3.739","3.891","64.8","61.9","51.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","74.37","3.744","3.896","63.4","60.6","50.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","74.87","3.749","3.901","64.0","61.2","51.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","75.37","3.754","3.906","64.0","60.8","50.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","75.87","3.759","3.911","63.2","60.0","49.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","76.37","3.764","3.916","64.0","60.7","50.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","76.87","3.769","3.921","66.2","63.0","52.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","77.37","3.774","3.926","65.9","62.4","51.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","77.87","3.779","3.931","64.7","61.1","49.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","78.37","3.784","3.936","64.6","61.3","50.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","78.87","3.789","3.941","65.0","61.5","51.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","79.37","3.794","3.946","63.3","59.9","49.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","79.87","3.799","3.951","63.6","60.1","49.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","80.37","3.804","3.956","66.9","63.2","51.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","80.87","3.809","3.961","67.2","63.7","52.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","81.37","3.814","3.966","65.3","62.1","51.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","81.87","3.819","3.971","62.0","59.0","49.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","82.37","3.824","3.976","62.8","59.9","50.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","82.87","3.829","3.981","67.0","63.7","52.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","83.37","3.834","3.986","69.2","65.5","53.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","83.87","3.839","3.991","67.7","64.1","52.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","84.37","3.844","3.996","69.1","65.3","53.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","84.87","3.849","4.001","68.8","64.7","53.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","85.37","3.854","4.006","63.2","59.4","49.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","85.87","3.859","4.011","65.8","61.9","50.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","86.37","3.864","4.016","66.7","63.0","51.4","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","86.87","3.869","4.021","68.5","64.7","52.8","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","87.37","3.874","4.026","67.1","63.2","51.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","87.87","3.879","4.031","65.0","61.3","50.5","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","88.37","3.884","4.036","63.1","59.7","49.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","88.87","3.889","4.041","67.5","63.8","52.3","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","89.37","3.894","4.046","67.2","63.6","51.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","89.87","3.899","4.051","68.7","65.0","53.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","90.37","3.904","4.056","67.8","64.3","53.0","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","90.87","3.909","4.061","67.1","63.6","51.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","91.37","3.914","4.066","67.2","64.1","52.7","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","91.87","3.919","4.071","66.6","63.5","52.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","92.37","3.924","4.076","67.5","64.2","53.1","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","92.87","3.929","4.081","66.7","63.3","52.9","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","93.37","3.934","4.086","65.8","62.4","51.2","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
"361","U1474","D","1","H","3","A","93.87","3.939","4.091","64.9","61.5","50.6","2016-02-13 19:22:14","CV-L107C-L170542B","SHIL","SHLF7626411","95244041","Auto-Log Split Section"
